#phrog,mean_vector_sim,sd_vector_sim,num_sequences
phrog_18725,0.8563773,0.041857183,5
phrog_26813,0.9558676,0.009953181,3
phrog_9544,0.9368859,0.040785838,11
phrog_6677,0.95246476,0.037159253,18
phrog_10379,0.9045984,0.03978472,10
phrog_11067,0.95184016,0.040391583,9
phrog_7569,0.9317207,0.04320099,15
phrog_16708,0.9967039,0.0020888827,5
phrog_15201,0.9023682,0.09369547,6
phrog_4060,0.99376506,0.02493828,34
phrog_13670,0.923281,0.054772485,7
phrog_32866,0.95966434,0.0,2
phrog_2411,0.96414244,0.031031452,62
phrog_5395,0.92866075,0.04026717,24
phrog_543,0.9238478,0.1205153,253
phrog_24037,1.0000004,0.0,3
phrog_23758,0.9819982,0.0012858792,3
phrog_34224,0.99687284,0.0,2
phrog_22446,0.9999998,5.9604645e-08,3
phrog_13843,0.9339145,0.069981225,7
phrog_32655,0.93555355,0.0,2
phrog_23980,0.96021634,0.018510604,3
phrog_25329,0.9634741,0.008586903,3
phrog_12585,0.9999997,7.5562674e-08,8
phrog_7582,0.93268114,0.038231492,15
phrog_18916,0.9521694,0.01407957,4
phrog_26620,0.92304903,0.011814157,3
phrog_29513,0.997703,0.0,2
phrog_36433,0.9794209,0.0,2
phrog_6844,0.9783961,0.042029925,17
phrog_8869,0.99340415,0.0061901845,12
phrog_20251,0.9373066,0.06269306,4
phrog_10392,0.9156617,0.053278007,10
phrog_30042,0.9943084,0.0,2
phrog_27258,0.9765232,0.016600618,3
phrog_30724,0.8336939,0.0,2
phrog_11932,0.9907818,0.014989845,8
phrog_38378,0.9302387,0.0,2
phrog_1695,0.9043612,0.07972218,89
phrog_20537,0.9698935,0.030106368,4
phrog_36355,0.98479986,0.0,2
phrog_21629,0.9897258,0.0075159897,4
phrog_16085,0.95640194,0.03392974,6
phrog_26146,0.995531,0.0031602269,3
phrog_29275,1.0,0.0,2
phrog_32133,0.99999994,0.0,2
phrog_3082,0.99813044,0.008032976,47
phrog_22320,1.0000004,1.1920929e-07,3
phrog_24989,0.9997836,0.00015288068,3
phrog_14692,0.9046088,0.035595875,6
phrog_34542,0.9999997,0.0,2
phrog_4935,0.9112465,0.07617651,27
phrog_24751,0.9341776,0.021974962,3
phrog_225,0.93522906,0.039791718,499
phrog_35884,0.97480386,0.0,2
phrog_32127,0.9037726,0.0,2
phrog_22334,0.9999998,3.4412757e-08,3
phrog_3096,0.9285102,0.048349492,47
phrog_15598,0.99124944,0.008185456,6
phrog_35648,0.8988818,0.0,2
phrog_14686,0.97650075,0.0170462,6
phrog_2388,0.88693655,0.072898574,62
phrog_4921,0.8531695,0.07985262,27
phrog_34556,0.9309061,0.0,2
phrog_33239,0.98693925,0.0,2
phrog_35890,1.0000002,0.0,2
phrog_231,0.935383,0.03518898,493
phrog_24745,0.8817012,0.08364992,3
phrog_30730,0.9032092,0.0,2
phrog_11926,0.9568879,0.030540925,8
phrog_20523,0.95037675,0.030153804,4
phrog_1681,0.98451406,0.028097076,89
phrog_36341,0.9999998,0.0,2
phrog_16091,0.9560754,0.02649388,6
phrog_26152,0.9926185,0.0052192127,3
phrog_1859,0.92319185,0.08226156,81
phrog_29261,0.8062095,0.0,2
phrog_26634,0.9604309,0.017717408,3
phrog_18902,0.82054234,0.12206085,4
phrog_11098,0.9766567,0.026322063,9
phrog_7596,0.9010122,0.07491225,15
phrog_31348,0.9077575,0.0,2
phrog_29507,0.99999994,0.0,2
phrog_6850,0.9844809,0.0105365515,17
phrog_36427,0.8869721,0.0,2
phrog_37739,1.0000001,0.0,2
phrog_20245,0.94677776,0.053222183,4
phrog_6688,0.8429697,0.1357226,18
phrog_10386,0.978939,0.019044181,10
phrog_28619,0.9936198,0.0,2
phrog_30056,0.8054015,0.0,2
phrog_3928,0.91857433,0.04684544,36
phrog_24023,1.0000002,0.0,3
phrog_557,0.9102077,0.08824783,247
phrog_5381,0.99882287,0.0018427657,24
phrog_32899,0.9999996,0.0,2
phrog_34230,0.98677206,0.0,2
phrog_22452,0.98902506,0.0062045516,3
phrog_13857,0.9544419,0.025104994,7
phrog_23994,1.0,1.0323827e-07,3
phrog_32641,1.0000001,0.0,2
phrog_12591,0.94758135,0.0263759,8
phrog_31360,1.0000001,0.0,2
phrog_21173,1.0000001,0.0,4
phrog_6878,0.999401,0.0012437837,17
phrog_38422,0.9962446,0.0,2
phrog_8855,0.9311502,0.10408678,12
phrog_37711,1.0000004,0.0,2
phrog_9593,0.93961656,0.0480582,11
phrog_28631,0.92776763,0.0,2
phrog_16907,0.99655706,0.0016386171,5
phrog_27502,0.93953973,0.012615987,3
phrog_3900,0.8424397,0.15524107,36
phrog_33577,0.9298176,0.0,2
phrog_34218,0.5318509,0.0,2
phrog_23764,1.0000005,0.0,3
phrog_35106,0.94713867,0.0,2
phrog_25315,0.9336969,0.020828534,3
phrog_32669,0.9990548,0.0,2
phrog_25473,0.99659854,0.0014898794,3
phrog_14876,0.94034016,0.049136605,6
phrog_35660,0.9561841,0.0,2
phrog_4909,1.0000001,1.10758705e-07,27
phrog_23002,0.99999994,5.9604645e-08,3
phrog_219,0.9016753,0.08010321,505
phrog_33211,0.97424084,0.0,2
phrog_30718,0.9920415,0.0,2
phrog_28157,0.9830691,0.0,2
phrog_27264,0.98333293,0.005467975,3
phrog_38344,1.0,0.0,2
phrog_37077,0.99999994,0.0,2
phrog_18094,0.956308,0.028287718,5
phrog_21615,0.978496,0.017514657,4
phrog_36369,1.0000002,0.0,2
phrog_1871,0.9225347,0.11247713,81
phrog_29249,0.975527,0.0,2
phrog_31406,1.0000001,0.0,2
phrog_28143,0.9736212,0.0,2
phrog_27270,0.8861777,0.08048437,3
phrog_38350,0.9923748,0.0,2
phrog_18080,0.9999999,7.5394574e-08,5
phrog_37063,0.9907821,0.0,2
phrog_21601,0.9999998,0.0,4
phrog_31412,0.99999994,0.0,2
phrog_1865,0.94062823,0.045286156,81
phrog_25467,0.8995867,0.07100297,3
phrog_14862,0.9766954,0.01045438,6
phrog_35674,0.9999999,0.0,2
phrog_22308,0.86739326,0.047594853,3
phrog_23016,0.99999994,1.0323827e-07,3
phrog_24779,0.9898692,0.0049919942,3
phrog_33205,0.9863601,0.0,2
phrog_33563,0.90851927,0.0,2
phrog_3914,0.94792616,0.033110026,36
phrog_23770,0.96671826,0.015934283,3
phrog_35112,0.95655745,0.0,2
phrog_25301,0.99999976,5.9604645e-08,3
phrog_31374,0.9999996,0.0,2
phrog_8699,0.975171,0.014491973,13
phrog_26608,0.9546943,0.00818601,3
phrog_21167,0.92631483,0.026111837,4
phrog_8841,0.89804745,0.13090593,12
phrog_20279,0.99999994,5.9604645e-08,4
phrog_38436,0.99999994,0.0,2
phrog_37705,0.91296935,0.0,2
phrog_16913,0.9605609,0.025519382,5
phrog_28625,0.99999994,0.0,2
phrog_9587,0.93488324,0.052059337,11
phrog_27516,0.98531467,0.005389869,3
phrog_13853,0.8482744,0.09951655,7
phrog_22456,0.9208238,0.031901136,3
phrog_25339,0.9727083,0.019298311,3
phrog_12595,0.9959374,0.0054474543,8
phrog_32645,0.8965624,0.0,2
phrog_23990,1.0,6.8825514e-08,3
phrog_5385,0.93472964,0.050803706,24
phrog_553,0.92201984,0.044234633,248
phrog_24027,0.9495299,0.03081529,3
phrog_34234,0.9340233,0.0,2
phrog_23748,0.9980548,0.0013754624,3
phrog_20241,0.9505136,0.026092231,4
phrog_8879,0.959348,0.027516698,12
phrog_30052,0.91903573,0.0,2
phrog_10382,0.89786965,0.036143158,10
phrog_29503,0.93330324,0.0,2
phrog_7592,0.95950156,0.028350784,15
phrog_18906,0.99825317,0.0011410495,4
phrog_26630,0.9567652,0.030053819,3
phrog_36423,0.9813721,0.0,2
phrog_6854,0.9519871,0.0325696,17
phrog_21639,0.97708446,0.022915572,4
phrog_16095,0.9244146,0.03586088,6
phrog_36345,0.9657932,0.0,2
phrog_29265,0.98613185,0.0,2
phrog_26156,0.94894886,0.03609872,3
phrog_30734,1.0,0.0,2
phrog_27248,0.8319362,0.045552447,3
phrog_38368,0.9999999,0.0,2
phrog_1685,0.9702976,0.04732025,89
phrog_20527,0.9413454,0.03464889,4
phrog_11922,0.95510817,0.028654855,8
phrog_34552,0.97881615,0.0,2
phrog_4925,0.9998263,0.0006138813,27
phrog_14682,0.87794334,0.065019526,6
phrog_24741,0.91581553,0.028959997,3
phrog_235,0.98500043,0.033340096,488
phrog_35894,1.0000001,0.0,2
phrog_32123,0.97878313,0.0,2
phrog_24999,0.99572533,0.003022505,3
phrog_3092,0.9992522,0.0010291004,47
phrog_22330,0.98249894,0.00599371,3
phrog_4931,0.92374605,0.056976408,27
phrog_34546,0.99971837,0.0,2
phrog_14696,0.9906285,0.010530921,6
phrog_2398,0.7424629,0.14477465,62
phrog_35880,0.9308144,0.0,2
phrog_221,0.91857934,0.06804437,504
phrog_24755,0.9894554,0.0035830939,3
phrog_33229,1.0000001,0.0,2
phrog_32137,1.0000001,0.0,2
phrog_35658,1.0000004,0.0,2
phrog_22324,0.99274224,0.0043365024,3
phrog_3086,0.97485465,0.041032765,47
phrog_15588,0.9994896,0.00056612625,6
phrog_16081,0.9933856,0.0040500024,6
phrog_36351,1.0000001,0.0,2
phrog_29271,0.99999994,0.0,2
phrog_1849,0.924983,0.07059749,82
phrog_26142,0.8885812,0.009064035,3
phrog_30720,1.0000001,0.0,2
phrog_20533,0.99944925,0.00055125356,4
phrog_1691,0.98318696,0.023535607,89
phrog_11936,0.9784584,0.012543007,8
phrog_20255,0.8619082,0.09764568,4
phrog_37729,0.88635254,0.0,2
phrog_28609,1.0000001,0.0,2
phrog_30046,0.9999999,0.0,2
phrog_6698,0.9001204,0.0632879,18
phrog_10396,0.8379436,0.11511408,10
phrog_31358,0.99999994,0.0,2
phrog_29517,1.0,0.0,2
phrog_26624,1.0000001,1.3765103e-07,3
phrog_18912,0.97331524,0.018868962,4
phrog_11088,0.83924377,0.107209206,9
phrog_7586,0.98703885,0.0093195755,15
phrog_6840,0.9673968,0.027036257,17
phrog_36437,0.9352608,0.0,2
phrog_13847,0.90946317,0.06268274,7
phrog_22442,1.0000001,0.0,3
phrog_12581,0.960368,0.03946715,8
phrog_23984,0.98420477,0.0050350064,3
phrog_32651,0.9999999,0.0,2
phrog_24033,1.0000001,0.0,3
phrog_547,0.82063323,0.14833856,251
phrog_5391,0.87241507,0.08385698,24
phrog_3938,0.9501711,0.027049823,36
phrog_34220,0.86530143,0.0,2
phrog_32889,1.0000002,0.0,2
phrog_37701,0.9358308,0.0,2
phrog_38432,0.96201265,0.0,2
phrog_8845,0.9531111,0.037840124,12
phrog_27512,1.0000002,6.8825514e-08,3
phrog_9583,0.9839958,0.012743874,11
phrog_28621,0.98746973,0.0,2
phrog_16917,0.96396077,0.02355057,5
phrog_31370,1.0000002,0.0,2
phrog_6868,0.98374605,0.029612502,17
phrog_21163,0.85856456,0.05156517,4
phrog_35116,0.99850285,0.0,2
phrog_32679,0.99088204,0.0,2
phrog_25305,0.95268345,0.007878441,3
phrog_3910,0.87195176,0.09851147,36
phrog_33567,0.9999997,0.0,2
phrog_23774,0.90603185,0.064994805,3
phrog_34208,0.91928697,0.0,2
phrog_23012,0.9997243,0.00019492919,3
phrog_4919,0.9326782,0.045801178,27
phrog_33201,0.9762404,0.0,2
phrog_209,0.87026,0.08729195,513
phrog_14866,0.9463461,0.043047197,6
phrog_25463,0.99999994,5.9604645e-08,3
phrog_35670,0.99711615,0.0,2
phrog_36379,0.99999994,0.0,2
phrog_21605,0.99999994,0.0,4
phrog_29259,0.8919223,0.0,2
phrog_1861,0.9290984,0.040847406,81
phrog_31416,0.9506452,0.0,2
phrog_27274,0.6724283,0.20304868,3
phrog_30708,0.889604,0.0,2
phrog_28147,1.0000001,0.0,2
phrog_37067,0.9078383,0.0,2
phrog_18084,0.9526949,0.023415528,5
phrog_38354,0.98878884,0.0,2
phrog_21611,0.9510825,0.025113264,4
phrog_31402,0.9961047,0.0,2
phrog_1875,0.9297369,0.045856897,81
phrog_27260,0.93557024,0.04555864,3
phrog_28153,0.99999994,0.0,2
phrog_18090,0.97297174,0.02962586,5
phrog_37073,1.0,0.0,2
phrog_38340,0.9999999,0.0,2
phrog_23006,0.99999976,4.866699e-08,3
phrog_33215,0.88275295,0.0,2
phrog_24769,0.92977685,0.049655195,3
phrog_14872,0.89626634,0.047024485,6
phrog_25477,0.8788678,0.02896895,3
phrog_22318,0.99841505,0.0011208532,3
phrog_35664,0.95886135,0.0,2
phrog_35102,0.9559444,0.0,2
phrog_25311,0.9545545,0.027350092,3
phrog_33573,1.0000001,0.0,2
phrog_3904,0.91948146,0.051155355,36
phrog_23760,0.9838764,0.0027349186,3
phrog_37715,0.998573,0.0,2
phrog_20269,0.9321733,0.045533765,4
phrog_8851,0.89686,0.0718747,12
phrog_38426,0.99860793,0.0,2
phrog_27506,1.0,9.733398e-08,3
phrog_16903,0.9994446,0.0003299679,5
phrog_28635,0.99971104,0.0,2
phrog_9597,0.9650328,0.016774911,11
phrog_26618,1.0000005,9.733398e-08,3
phrog_31364,0.9239268,0.0,2
phrog_8689,0.8807022,0.07470979,13
phrog_21177,0.87682486,0.090678416,4
phrog_8662,0.917717,0.059610337,13
phrog_37926,0.9811363,0.0,2
phrog_7551,0.97443616,0.025018776,15
phrog_16730,1.0,7.5394574e-08,5
phrog_28806,0.9765751,0.0,2
phrog_6897,0.99885,0.001324254,17
phrog_19403,0.92540455,0.042205993,4
phrog_20282,0.9698035,0.016509658,4
phrog_1120,0.929884,0.07493295,134
phrog_30091,1.0,0.0,2
phrog_10341,0.9135765,0.09677327,10
phrog_590,0.9581259,0.046964865,235
phrog_5346,0.9994562,0.0018030304,24
phrog_13648,0.9631901,0.039044455,7
phrog_33598,0.9046996,0.0,2
phrog_14127,0.9820593,0.013992572,7
phrog_2429,0.90200543,0.07132918,61
phrog_13890,0.61627454,0.17449106,7
phrog_22495,0.9528715,0.003974596,3
phrog_3737,0.7803807,0.14755906,38
phrog_15239,0.8103616,0.16233419,6
phrog_12556,0.9794291,0.021139804,8
phrog_4058,0.9435652,0.055548318,34
phrog_32686,0.96182513,0.0,2
phrog_23953,0.98044586,0.007362765,3
phrog_12230,0.99200696,0.008127585,8
phrog_14899,0.93868566,0.07996511,6
phrog_3051,0.99669653,0.00792092,47
phrog_34591,0.9921704,0.0,2
phrog_14641,0.9892472,0.0069289017,7
phrog_24782,0.9597594,0.023007434,3
phrog_35857,0.9982344,0.0,2
phrog_5420,0.9827715,0.014729813,24
phrog_21822,0.8689491,0.05471264,4
phrog_6129,0.95527023,0.06942084,20
phrog_10427,0.94312805,0.06258213,10
phrog_17348,0.9050156,0.037023675,5
phrog_1646,0.93721694,0.05092996,91
phrog_37098,1.0000002,0.0,2
phrog_16056,0.9491781,0.03571983,6
phrog_36386,0.98580575,0.0,2
phrog_19365,0.9940956,0.0040591434,4
phrog_8104,0.947549,0.038130336,14
phrog_26195,0.98240227,0.00856708,3
phrog_11739,0.98603016,0.01151674,9
phrog_7237,0.99257,0.013576636,16
phrog_21836,0.932679,0.022395127,4
phrog_10433,0.9201618,0.063902326,10
phrog_1652,0.9952597,0.003075174,91
phrog_16042,1.0000001,1.3936105e-07,6
phrog_19371,0.9468306,0.02074703,4
phrog_36392,0.9873053,0.0,2
phrog_8110,0.91484743,0.088221,14
phrog_7223,0.93781143,0.044756576,16
phrog_26181,0.9999196,5.703874e-05,3
phrog_25488,0.9605146,0.026770948,3
phrog_12224,0.9500051,0.050076995,8
phrog_3045,0.9328089,0.040043548,47
phrog_34585,0.86844254,0.0,2
phrog_14655,0.9964326,0.0026479636,7
phrog_5434,0.89731646,0.061433937,24
phrog_35843,0.9999999,0.0,2
phrog_24796,0.7336343,0.12008895,3
phrog_5352,0.9311214,0.03302205,24
phrog_584,0.8877155,0.07107071,236
phrog_14133,0.992995,0.0076038754,7
phrog_13884,0.9488689,0.053977434,7
phrog_3723,0.9472704,0.032891057,38
phrog_22481,0.9142801,0.05978307,3
phrog_12542,0.9740136,0.013432996,8
phrog_23947,0.9300628,0.02354397,3
phrog_32692,0.9820365,0.0,2
phrog_8676,0.8655144,0.09917989,13
phrog_7545,0.8334254,0.0952983,16
phrog_37932,0.9999999,0.0,2
phrog_21188,0.9767236,0.013081757,4
phrog_28812,1.0000001,0.0,2
phrog_16724,0.9675797,0.02508307,5
phrog_19417,0.89204574,0.0958207,4
phrog_6883,0.9315994,0.042575285,17
phrog_1134,0.92488676,0.06144647,132
phrog_20296,0.90290785,0.06843379,4
phrog_18709,0.9997965,0.00024924555,5
phrog_9568,0.8772788,0.063003585,11
phrog_30085,0.9216089,0.0,2
phrog_10355,0.9999998,1.284538e-07,10
phrog_13674,0.96632797,0.013184736,7
phrog_2415,0.9795706,0.023929877,62
phrog_32862,0.9999999,0.0,2
phrog_15205,0.97139585,0.035420656,6
phrog_4064,0.95457786,0.057850458,34
phrog_11063,0.9829095,0.029698161,9
phrog_26817,0.99849826,0.0010620162,3
phrog_18721,0.979574,0.010002568,5
phrog_8886,0.9707121,0.041541032,12
phrog_17412,0.95253307,0.05813487,5
phrog_6673,0.9897972,0.012113834,18
phrog_9540,0.89597714,0.0728457,11
phrog_6115,0.9352438,0.082695074,20
phrog_28184,0.8960233,0.0,2
phrog_9226,0.9382987,0.05806015,12
phrog_18047,0.95516807,0.0479997,5
phrog_38397,0.97227204,0.0,2
phrog_17374,0.9556507,0.034922503,5
phrog_19359,0.9999998,5.9604645e-08,4
phrog_30913,0.977894,0.0,2
phrog_11705,0.8822747,0.1236988,9
phrog_8138,0.9890609,0.008065369,14
phrog_4702,0.8967175,0.061710764,29
phrog_15563,0.97104776,0.039760392,6
phrog_24966,0.9511952,0.0066695246,3
phrog_2373,0.9695342,0.047536597,63
phrog_13112,0.9902066,0.009393457,8
phrog_12218,0.97898203,0.013562429,8
phrog_4716,0.6253343,0.18885231,28
phrog_3079,0.97048837,0.04505021,47
phrog_15577,0.70725214,0.12537907,6
phrog_24972,0.97742814,0.011263722,3
phrog_14669,0.93917185,0.04679169,6
phrog_2367,0.9410636,0.029352184,63
phrog_5408,0.89242226,0.06792782,24
phrog_13106,0.8372711,0.09918391,8
phrog_6101,0.83198726,0.13166541,20
phrog_9232,0.9482645,0.038492538,12
phrog_28190,1.0000001,0.0,2
phrog_18053,1.0,0.0,5
phrog_17360,0.91545314,0.0557617,5
phrog_38383,0.99999976,0.0,2
phrog_30907,1.0,0.0,2
phrog_11711,0.8806143,0.053856347,9
phrog_11077,0.9994669,0.0009978306,9
phrog_7579,0.7946618,0.27144462,15
phrog_16718,0.9546056,0.035622153,5
phrog_18735,0.76585436,0.18080474,5
phrog_26803,0.9330611,0.041674726,3
phrog_17406,0.99249446,0.0051265457,5
phrog_1108,0.94313985,0.030611273,134
phrog_8892,0.95173746,0.027781522,12
phrog_6667,0.99875873,0.0035109897,18
phrog_10369,0.9987164,0.0013723098,10
phrog_9554,0.9803403,0.01852747,11
phrog_13660,0.95981735,0.027079677,7
phrog_32876,0.9999998,0.0,2
phrog_2401,0.95257527,0.036197484,62
phrog_15211,0.9547234,0.03696824,6
phrog_4070,0.9462042,0.034000732,34
phrog_22132,0.99390143,0.003396741,3
phrog_3290,0.9421517,0.120982766,44
phrog_5839,0.8719099,0.09843015,22
phrog_32321,0.9921516,0.0,2
phrog_34988,1.0,0.0,2
phrog_15946,0.9049545,0.07659111,6
phrog_24543,0.8380932,0.06828412,3
phrog_14480,0.9444254,0.028238285,7
phrog_34750,0.95967776,0.0,2
phrog_25885,0.9012967,0.068898164,3
phrog_37259,0.6153388,0.0,2
phrog_20725,0.98700714,0.009187296,4
phrog_1487,0.90679467,0.069453344,101
phrog_17189,0.92700595,0.039572556,5
phrog_28379,0.95659643,0.0,2
phrog_30536,0.99999994,0.0,2
phrog_26354,0.99852854,0.0010403247,3
phrog_31628,0.9428578,0.0,2
phrog_29067,0.9999997,0.0,2
phrog_36147,0.9999999,0.0,2
phrog_16297,0.99116355,0.0067408793,6
phrog_36621,0.98830706,0.0,2
phrog_9965,0.9526257,0.03562302,11
phrog_26432,0.9355975,0.021920651,3
phrog_7790,0.9112071,0.06124077,15
phrog_29701,0.9850541,0.0,2
phrog_17837,0.96981686,0.033848953,5
phrog_10180,0.9350471,0.033108793,10
phrog_30250,0.94333214,0.0,2
phrog_7948,0.95682937,0.027854618,14
phrog_20043,0.9879956,0.012004435,4
phrog_34036,0.9900299,0.0,2
phrog_33759,0.90802056,0.0,2
phrog_24225,0.882613,0.06314285,3
phrog_751,0.8798874,0.09266283,191
phrog_13489,0.98981446,0.011250813,7
phrog_5187,0.97623616,0.032799605,25
phrog_2830,0.8986504,0.07573963,51
phrog_32447,1.0,0.0,2
phrog_4299,0.95915806,0.030432863,32
phrog_12797,0.94359875,0.06444549,8
phrog_22654,0.99999994,5.9604645e-08,3
phrog_33981,0.94688904,0.0,2
phrog_35328,0.90731794,0.0,2
phrog_989,0.95540035,0.060582515,150
phrog_34022,0.9999999,0.0,2
phrog_22898,1.0,4.866699e-08,3
phrog_5193,0.95302004,0.046151005,25
phrog_745,0.9741614,0.0213087,192
phrog_24231,0.9691186,0.018036757,3
phrog_32453,0.99461216,0.0,2
phrog_2824,0.9934825,0.015385248,51
phrog_12783,0.8792902,0.086926006,8
phrog_33995,0.99411064,0.0,2
phrog_22640,1.0000002,0.0,3
phrog_36635,0.9217318,0.0,2
phrog_9971,0.9426976,0.03901297,10
phrog_21349,0.8975051,0.046718072,4
phrog_7784,0.98432326,0.01331697,15
phrog_26426,0.6004683,0.2231687,3
phrog_17823,0.9961665,0.0025477298,5
phrog_29715,1.0000002,0.0,2
phrog_27738,0.93345594,0.017883355,3
phrog_10194,0.9600862,0.03545056,10
phrog_30244,0.99342847,0.0,2
phrog_38618,0.7363768,0.0,2
phrog_20057,1.0000001,1.1920929e-07,4
phrog_1493,0.704279,0.19071391,101
phrog_20731,0.98578304,0.010052923,4
phrog_30522,0.99546134,0.0,2
phrog_26340,0.9446333,0.016810609,3
phrog_29073,0.9421293,0.0,2
phrog_36153,0.9999998,0.0,2
phrog_16283,0.9726112,0.035838485,6
phrog_3284,0.94096935,0.026144236,44
phrog_22126,0.9680953,0.022559818,3
phrog_32335,0.9964378,0.0,2
phrog_25649,0.8834459,0.08241616,3
phrog_15952,0.9489166,0.017242566,6
phrog_24557,1.0,0.0,3
phrog_23238,0.964215,0.0077068675,3
phrog_14494,0.9700259,0.047393173,7
phrog_25891,0.97647476,0.0058425446,3
phrog_34744,0.99999994,0.0,2
phrog_20719,0.9829541,0.01205331,4
phrog_38156,0.9485505,0.0,2
phrog_37265,0.99737704,0.0,2
phrog_18286,0.9603752,0.031118196,5
phrog_28345,0.9999997,0.0,2
phrog_27076,0.93612146,0.030128056,3
phrog_31614,0.7881661,0.0,2
phrog_26368,0.9958703,0.0029201584,3
phrog_21407,0.9654765,0.016207809,4
phrog_10802,0.90034837,0.094673336,9
phrog_19198,0.8823479,0.06589729,4
phrog_35472,1.0,0.0,2
phrog_5805,0.9675977,0.04395853,22
phrog_25661,0.980289,0.013937878,3
phrog_33003,0.92199045,0.0,2
phrog_23210,0.96260303,0.009936689,3
phrog_12973,0.9783622,0.025654206,8
phrog_23576,0.99437207,0.0039795055,3
phrog_24219,0.9515236,0.034277864,3
phrog_33765,0.9539101,0.0,2
phrog_25107,0.983679,0.0100091295,3
phrog_35314,1.0,0.0,2
phrog_22668,0.94680214,0.01192629,3
phrog_9959,0.9678452,0.016101528,11
phrog_21361,0.9717543,0.028246194,4
phrog_31172,0.9949452,0.0,2
phrog_28423,0.99872744,0.0,2
phrog_9781,0.9945746,0.011038863,11
phrog_19826,0.99929506,0.00070506334,4
phrog_27710,0.99610114,0.002756755,3
phrog_38630,0.8673161,0.0,2
phrog_37503,0.9946464,0.0,2
phrog_7974,0.99688584,0.0035136475,14
phrog_21375,0.96337706,0.024493596,4
phrog_36609,0.98023427,0.0,2
phrog_29729,0.9559096,0.0,2
phrog_31166,0.99251455,0.0,2
phrog_30278,0.99334157,0.0,2
phrog_9795,0.99905556,0.0014149902,11
phrog_28437,0.9998531,0.0,2
phrog_27704,0.951448,0.0343316,3
phrog_19832,0.99043924,0.009560525,4
phrog_38624,0.99396026,0.0,2
phrog_7960,0.98383945,0.013908359,14
phrog_37517,0.9981317,0.0,2
phrog_12967,0.9900344,0.0113470545,8
phrog_23562,0.96679956,0.020630103,3
phrog_779,0.8950851,0.08228404,184
phrog_33771,0.9999999,0.0,2
phrog_25113,0.999222,0.0005504098,3
phrog_2818,0.9679569,0.0645245,51
phrog_35300,1.0000002,0.0,2
phrog_5811,0.9298957,0.054972146,22
phrog_35466,1.0,0.0,2
phrog_25675,0.99531764,0.00042170996,3
phrog_32309,0.9648345,0.0,2
phrog_33017,0.9769361,0.0,2
phrog_34778,0.88830364,0.0,2
phrog_23204,0.9792679,0.007916471,3
phrog_38142,0.9854052,0.0,2
phrog_18292,0.8323549,0.1363998,5
phrog_37271,1.0,0.0,2
phrog_28351,0.98312086,0.0,2
phrog_27062,0.8677156,0.045635104,3
phrog_31600,0.9648391,0.0,2
phrog_21413,0.8573389,0.090656094,4
phrog_10816,0.9416471,0.04629468,9
phrog_7035,0.82796115,0.21006432,17
phrog_26397,0.8424236,0.028936075,3
phrog_8306,0.99122804,0.010401203,13
phrog_36184,1.0000001,0.0,2
phrog_19167,0.936116,0.043271992,4
phrog_16254,0.98570764,0.020212488,6
phrog_18279,0.9999118,6.752722e-05,5
phrog_1444,0.9788943,0.025560573,103
phrog_31833,0.94293976,0.0,2
phrog_27089,0.9471104,0.022709971,3
phrog_10625,0.98326236,0.02233907,10
phrog_9018,0.99712163,0.0037387786,12
phrog_15985,0.9599991,0.05657039,6
phrog_5622,0.9880147,0.012841258,23
phrog_24580,0.9030821,0.055620596,3
phrog_14443,0.9300348,0.044235714,7
phrog_34793,0.9977206,0.0,2
phrog_25846,0.9981864,0.0006358643,3
phrog_3253,0.95370466,0.052396666,44
phrog_12032,0.86283606,0.07092112,8
phrog_32484,1.0000002,0.0,2
phrog_12754,0.9280152,0.059091214,8
phrog_3535,0.99754035,0.0025712007,40
phrog_22697,0.96565515,0.022937983,3
phrog_33942,0.99569696,0.0,2
phrog_23589,0.8909429,0.02020898,3
phrog_14325,0.95063853,0.029537037,7
phrog_5144,0.8610447,0.088403255,25
phrog_792,0.9323721,0.06121885,182
phrog_10143,1.0000002,7.746056e-08,10
phrog_30293,0.99279034,0.0,2
phrog_1322,0.87574893,0.07004601,113
phrog_20080,0.9734164,0.026583344,4
phrog_27937,0.9339006,0.04673934,3
phrog_19601,0.9342664,0.054718077,4
phrog_16532,0.91061246,0.06471596,6
phrog_7753,0.96277773,0.03801649,15
phrog_38817,1.0,0.0,2
phrog_8460,0.949409,0.023596423,13
phrog_10157,0.93815666,0.039658695,10
phrog_6459,0.79436666,0.14801961,19
phrog_30287,0.99263304,0.0,2
phrog_20094,0.9356864,0.025751015,4
phrog_1336,0.94492537,0.045942344,111
phrog_17638,1.0000002,7.5394574e-08,5
phrog_19615,0.96940273,0.013373871,4
phrog_27923,0.9617886,0.0077465572,3
phrog_16526,0.97067565,0.012544034,6
phrog_7747,0.9922827,0.01967525,15
phrog_11249,0.828158,0.12794013,9
phrog_8474,0.9999999,1.05852315e-07,13
phrog_31199,0.96169615,0.0,2
phrog_38803,0.92203283,0.0,2
phrog_32490,0.99999994,0.0,2
phrog_12740,0.91306883,0.08385152,8
phrog_33956,0.9868881,0.0,2
phrog_22683,0.94567466,0.03366188,3
phrog_3521,0.9083732,0.11562332,41
phrog_14331,0.93132865,0.04768197,7
phrog_12998,0.93965113,0.080625795,8
phrog_786,0.91807336,0.05925171,182
phrog_5150,0.9445235,0.042316772,25
