cluster,predicted_category,model_score,model_std
NODE_2450_length_20494_cov_14.522041_25,unknown,0.9716167,6.882551417675131e-08
NODE_2450_length_20494_cov_14.522041_26,unknown,0.9954182,0.007355597801506519
NODE_2450_length_20494_cov_14.522041_27,unknown,0.9908327,0.0003986358642578125
NODE_2450_length_20494_cov_14.522041_29,unknown,0.9951387,0.0
NODE_2450_length_20494_cov_14.522041_7,head and packaging,0.42109337,0.20548827946186066
NODE_2456_length_17808_cov_47.300231_13,unknown,0.1952677,0.08946658670902252
NODE_2456_length_17808_cov_47.300231_16,unknown,0.7111262,0.09976523369550705
NODE_2456_length_17808_cov_47.300231_17,unknown,0.99238104,0.0021391799673438072
NODE_2473_length_10547_cov_5.023351_1,unknown,0.85766184,
NODE_2473_length_10547_cov_5.023351_2,unknown,0.61638427,
NODE_2473_length_10547_cov_5.023351_3,head and packaging,0.8947507,0.07751694321632385
NODE_2473_length_10547_cov_5.023351_5,unknown,0.838312,
NODE_2473_length_10547_cov_5.023351_6,tail,0.8427892,0.05400404334068298
NODE_24761_length_3357_cov_4.235009_1,head and packaging,0.57522804,
NODE_24773_length_4423_cov_2.364240_1,head and packaging,0.74120533,0.24155208468437195
NODE_24773_length_4423_cov_2.364240_5,tail,0.7343978,
NODE_247879_length_961_cov_1.158940_1,head and packaging,0.984117,0.013929307460784912
NODE_2478_length_8811_cov_10.775811_1,head and packaging,0.52097255,
NODE_2478_length_8811_cov_10.775811_11,"DNA, RNA and nucleotide metabolism",0.3142142,0.16081039607524872
NODE_247_length_83976_cov_6.872547_20,unknown,0.5509608,0.14325784146785736
NODE_247_length_83976_cov_6.872547_26,unknown,0.3697341,
NODE_247_length_83976_cov_6.872547_29,other,0.850835,
NODE_247_length_83976_cov_6.872547_3,"DNA, RNA and nucleotide metabolism",0.99463034,0.009436179883778095
NODE_247_length_83976_cov_6.872547_30,unknown,0.5145499,
NODE_247_length_83976_cov_6.872547_31,other,0.9166825,
NODE_247_length_83976_cov_6.872547_32,"moron, auxiliary metabolic gene and host takeover",0.9592666,
NODE_247_length_83976_cov_6.872547_33,"moron, auxiliary metabolic gene and host takeover",0.9548637,
NODE_247_length_83976_cov_6.872547_39,unknown,0.7418866,0.12334612011909485
NODE_247_length_83976_cov_6.872547_4,unknown,0.66930133,0.141770601272583
NODE_247_length_83976_cov_6.872547_40,unknown,0.93400407,
NODE_247_length_83976_cov_6.872547_41,tail,0.6617253,
NODE_247_length_83976_cov_6.872547_44,tail,0.7687449,
NODE_247_length_83976_cov_6.872547_45,tail,0.99403894,
NODE_247_length_83976_cov_6.872547_48,unknown,0.5528385,0.04411846026778221
NODE_247_length_83976_cov_6.872547_56,unknown,0.5441286,
NODE_247_length_83976_cov_6.872547_67,unknown,0.83248025,0.06369037181138992
NODE_24831_length_4235_cov_2.895455_4,unknown,0.98752594,4.214684778958144e-08
NODE_24831_length_4235_cov_2.895455_5,head and packaging,0.9846631,
NODE_24849_length_5676_cov_2.898061_4,unknown,0.9809122,
NODE_2490_length_11841_cov_5.153742_2,unknown,0.5004289,
NODE_2490_length_11841_cov_5.153742_7,head and packaging,0.55624056,0.3341447114944458
NODE_24977_length_4595_cov_3.596696_4,transcription regulation,0.3026253,
NODE_24977_length_4595_cov_3.596696_5,unknown,0.96256703,
NODE_2499_length_20762_cov_8.893080_1,unknown,0.70526314,
NODE_2499_length_20762_cov_8.893080_28,unknown,0.987324,0.004382580518722534
NODE_249_length_47563_cov_12.404500_30,"DNA, RNA and nucleotide metabolism",0.98913443,0.001101464033126831
NODE_24_length_123487_cov_6.091945_1,tail,0.72967446,
NODE_24_length_123487_cov_6.091945_10,unknown,0.96416396,
NODE_24_length_123487_cov_6.091945_100,unknown,0.9671202,
NODE_24_length_123487_cov_6.091945_101,"moron, auxiliary metabolic gene and host takeover",0.9416309,
NODE_24_length_123487_cov_6.091945_103,"moron, auxiliary metabolic gene and host takeover",0.8659291,
NODE_24_length_123487_cov_6.091945_104,unknown,0.50662035,
NODE_24_length_123487_cov_6.091945_105,unknown,0.13313627,
NODE_24_length_123487_cov_6.091945_106,"moron, auxiliary metabolic gene and host takeover",0.9093088,
NODE_24_length_123487_cov_6.091945_107,unknown,0.994561,
NODE_24_length_123487_cov_6.091945_108,"moron, auxiliary metabolic gene and host takeover",0.86908597,
NODE_24_length_123487_cov_6.091945_109,other,0.6398403,
NODE_24_length_123487_cov_6.091945_11,tail,0.9980222,
NODE_24_length_123487_cov_6.091945_110,unknown,0.71933967,0.09475330263376236
NODE_24_length_123487_cov_6.091945_111,"moron, auxiliary metabolic gene and host takeover",0.9826345,
NODE_24_length_123487_cov_6.091945_112,"moron, auxiliary metabolic gene and host takeover",0.86575335,
NODE_24_length_123487_cov_6.091945_113,"moron, auxiliary metabolic gene and host takeover",0.94288754,
NODE_24_length_123487_cov_6.091945_114,unknown,0.9851667,
NODE_24_length_123487_cov_6.091945_115,unknown,0.98385423,
NODE_24_length_123487_cov_6.091945_116,unknown,0.96478856,
NODE_24_length_123487_cov_6.091945_117,"moron, auxiliary metabolic gene and host takeover",0.72979045,0.10231953859329224
NODE_24_length_123487_cov_6.091945_118,unknown,0.9992521,
NODE_24_length_123487_cov_6.091945_119,unknown,0.9400587,
NODE_24_length_123487_cov_6.091945_121,"moron, auxiliary metabolic gene and host takeover",0.9819047,
NODE_24_length_123487_cov_6.091945_122,unknown,0.9998549,
NODE_24_length_123487_cov_6.091945_123,unknown,0.9970315,
NODE_24_length_123487_cov_6.091945_124,"DNA, RNA and nucleotide metabolism",0.414716,
NODE_24_length_123487_cov_6.091945_125,transcription regulation,0.9960038,
NODE_24_length_123487_cov_6.091945_126,unknown,0.5531164,
NODE_24_length_123487_cov_6.091945_127,"moron, auxiliary metabolic gene and host takeover",0.999482,
NODE_24_length_123487_cov_6.091945_128,unknown,0.99796593,
NODE_24_length_123487_cov_6.091945_129,"moron, auxiliary metabolic gene and host takeover",0.99162054,
NODE_24_length_123487_cov_6.091945_13,tail,0.87707806,
NODE_24_length_123487_cov_6.091945_130,transcription regulation,0.9998807,
NODE_24_length_123487_cov_6.091945_131,unknown,0.9769866,
NODE_24_length_123487_cov_6.091945_132,unknown,0.8348736,
NODE_24_length_123487_cov_6.091945_134,unknown,0.8565967,
NODE_24_length_123487_cov_6.091945_137,unknown,0.80509305,0.06804564595222473
NODE_24_length_123487_cov_6.091945_139,"moron, auxiliary metabolic gene and host takeover",0.7656855,
NODE_24_length_123487_cov_6.091945_14,tail,0.68826956,
NODE_24_length_123487_cov_6.091945_140,unknown,0.7683176,
NODE_24_length_123487_cov_6.091945_141,unknown,0.99908173,
NODE_24_length_123487_cov_6.091945_142,unknown,0.9841232,
NODE_24_length_123487_cov_6.091945_143,head and packaging,0.44869295,
NODE_24_length_123487_cov_6.091945_144,"DNA, RNA and nucleotide metabolism",0.93681777,
NODE_24_length_123487_cov_6.091945_145,unknown,0.8517666,0.10719594359397888
NODE_24_length_123487_cov_6.091945_146,unknown,0.99506646,0.005298778880387545
NODE_24_length_123487_cov_6.091945_147,unknown,0.9835417,
NODE_24_length_123487_cov_6.091945_148,unknown,0.8969223,0.07085072994232178
NODE_24_length_123487_cov_6.091945_149,other,0.9897439,0.003066837787628174
NODE_24_length_123487_cov_6.091945_150,unknown,0.90826595,
NODE_24_length_123487_cov_6.091945_151,other,0.90037686,0.08541585505008698
NODE_24_length_123487_cov_6.091945_152,unknown,0.7292628,0.028061121702194214
NODE_24_length_123487_cov_6.091945_153,"DNA, RNA and nucleotide metabolism",0.98897755,0.006325366906821728
NODE_24_length_123487_cov_6.091945_154,unknown,0.9838901,
NODE_24_length_123487_cov_6.091945_155,unknown,0.85410863,
NODE_24_length_123487_cov_6.091945_156,"moron, auxiliary metabolic gene and host takeover",0.7926955,
NODE_24_length_123487_cov_6.091945_157,"moron, auxiliary metabolic gene and host takeover",0.9559467,
NODE_24_length_123487_cov_6.091945_158,unknown,0.8963529,
NODE_24_length_123487_cov_6.091945_159,unknown,0.9799984,
NODE_24_length_123487_cov_6.091945_16,other,0.69873583,
NODE_24_length_123487_cov_6.091945_160,unknown,0.972451,
NODE_24_length_123487_cov_6.091945_162,unknown,0.9948208,
NODE_24_length_123487_cov_6.091945_163,unknown,0.9214738,
NODE_24_length_123487_cov_6.091945_164,unknown,0.8101019,
NODE_24_length_123487_cov_6.091945_165,unknown,0.8489815,
NODE_24_length_123487_cov_6.091945_167,"DNA, RNA and nucleotide metabolism",0.7915692,
NODE_24_length_123487_cov_6.091945_168,"moron, auxiliary metabolic gene and host takeover",0.884312,
NODE_24_length_123487_cov_6.091945_17,unknown,0.98677444,0.002734154462814331
NODE_24_length_123487_cov_6.091945_18,tail,0.9980904,
NODE_24_length_123487_cov_6.091945_2,tail,0.88237894,
NODE_24_length_123487_cov_6.091945_24,unknown,0.9676802,0.011949688196182251
NODE_24_length_123487_cov_6.091945_28,unknown,0.39573732,0.04024893045425415
NODE_24_length_123487_cov_6.091945_29,unknown,0.96998453,0.003671586513519287
NODE_24_length_123487_cov_6.091945_3,head and packaging,0.561141,
NODE_24_length_123487_cov_6.091945_30,lysis,0.54988974,0.286233514547348
NODE_24_length_123487_cov_6.091945_31,unknown,0.9918377,0.008821305818855762
NODE_24_length_123487_cov_6.091945_35,head and packaging,0.9978381,
NODE_24_length_123487_cov_6.091945_4,head and packaging,0.793813,
NODE_24_length_123487_cov_6.091945_40,unknown,0.98653156,
NODE_24_length_123487_cov_6.091945_41,unknown,0.99694073,
NODE_24_length_123487_cov_6.091945_42,"DNA, RNA and nucleotide metabolism",0.4839516,
NODE_24_length_123487_cov_6.091945_45,"moron, auxiliary metabolic gene and host takeover",0.92385554,
NODE_24_length_123487_cov_6.091945_46,"moron, auxiliary metabolic gene and host takeover",0.86053836,
NODE_24_length_123487_cov_6.091945_48,other,0.91820675,
NODE_24_length_123487_cov_6.091945_5,tail,0.73828655,
NODE_24_length_123487_cov_6.091945_50,unknown,0.4843355,
NODE_24_length_123487_cov_6.091945_52,unknown,0.9592079,
NODE_24_length_123487_cov_6.091945_53,unknown,0.9154242,
NODE_24_length_123487_cov_6.091945_54,unknown,0.84209883,
NODE_24_length_123487_cov_6.091945_55,unknown,0.9704239,
NODE_24_length_123487_cov_6.091945_56,unknown,0.9965815,
NODE_24_length_123487_cov_6.091945_59,unknown,0.9962894,
NODE_24_length_123487_cov_6.091945_6,head and packaging,0.45239165,
NODE_24_length_123487_cov_6.091945_60,unknown,0.99164236,0.004518359899520874
NODE_24_length_123487_cov_6.091945_61,unknown,0.9967088,
NODE_24_length_123487_cov_6.091945_62,unknown,0.99369204,0.006147950887680054
NODE_24_length_123487_cov_6.091945_63,"DNA, RNA and nucleotide metabolism",0.26379374,0.18482474982738495
NODE_24_length_123487_cov_6.091945_64,unknown,0.95321935,
NODE_24_length_123487_cov_6.091945_66,unknown,0.9450414,
NODE_24_length_123487_cov_6.091945_67,unknown,0.98773766,
NODE_24_length_123487_cov_6.091945_68,unknown,0.80382735,
NODE_24_length_123487_cov_6.091945_69,lysis,0.9872066,0.0025644004344940186
NODE_24_length_123487_cov_6.091945_7,tail,0.94525224,
NODE_24_length_123487_cov_6.091945_70,unknown,0.9849423,
NODE_24_length_123487_cov_6.091945_71,"DNA, RNA and nucleotide metabolism",0.5607847,
NODE_24_length_123487_cov_6.091945_72,unknown,0.9756025,
NODE_24_length_123487_cov_6.091945_73,unknown,0.9566087,
NODE_24_length_123487_cov_6.091945_74,"DNA, RNA and nucleotide metabolism",0.90681046,
NODE_24_length_123487_cov_6.091945_75,unknown,0.99334115,
NODE_24_length_123487_cov_6.091945_76,unknown,0.30259332,
NODE_24_length_123487_cov_6.091945_77,unknown,0.9816729,
NODE_24_length_123487_cov_6.091945_78,unknown,0.95849574,
NODE_24_length_123487_cov_6.091945_79,unknown,0.9918339,
NODE_24_length_123487_cov_6.091945_8,unknown,0.6634826,
NODE_24_length_123487_cov_6.091945_80,unknown,0.8768554,
NODE_24_length_123487_cov_6.091945_81,unknown,0.9950791,
NODE_24_length_123487_cov_6.091945_82,unknown,0.91034365,
NODE_24_length_123487_cov_6.091945_83,unknown,0.97076976,
NODE_24_length_123487_cov_6.091945_84,unknown,0.9823559,
NODE_24_length_123487_cov_6.091945_85,unknown,0.9818377,
NODE_24_length_123487_cov_6.091945_86,unknown,0.71245146,
NODE_24_length_123487_cov_6.091945_87,unknown,0.9601609,
NODE_24_length_123487_cov_6.091945_89,unknown,0.92072666,
NODE_24_length_123487_cov_6.091945_9,tail,0.77012205,
NODE_24_length_123487_cov_6.091945_90,unknown,0.9977131,
NODE_24_length_123487_cov_6.091945_91,unknown,0.99509346,
NODE_24_length_123487_cov_6.091945_92,unknown,0.9703076,
NODE_24_length_123487_cov_6.091945_95,unknown,0.5507791,0.11860613524913788
NODE_24_length_123487_cov_6.091945_96,unknown,0.97231764,
NODE_24_length_123487_cov_6.091945_97,unknown,0.97166294,
NODE_24_length_123487_cov_6.091945_98,unknown,0.99758863,
NODE_24_length_123487_cov_6.091945_99,"DNA, RNA and nucleotide metabolism",0.64356816,
NODE_24_length_145002_cov_20.216107_104,unknown,0.980675,0.013226062059402466
NODE_24_length_145002_cov_20.216107_106,unknown,0.9855856,0.006194974295794964
NODE_24_length_145002_cov_20.216107_110,unknown,0.8601867,0.12804973125457764
NODE_24_length_145002_cov_20.216107_111,unknown,0.9285368,
NODE_24_length_145002_cov_20.216107_112,unknown,0.9648614,0.005499929189682007
NODE_2505_length_22371_cov_6.606784_1,"DNA, RNA and nucleotide metabolism",0.8797975,
NODE_2521_length_10649_cov_9.650746_10,transcription regulation,0.68708384,
NODE_2521_length_10649_cov_9.650746_11,transcription regulation,0.3855737,0.10848422348499298
NODE_2521_length_10649_cov_9.650746_12,head and packaging,0.97365314,
NODE_2521_length_10649_cov_9.650746_13,transcription regulation,0.9163013,
NODE_2521_length_10649_cov_9.650746_7,head and packaging,0.8458365,
NODE_2521_length_10649_cov_9.650746_8,unknown,0.82422787,
NODE_2521_length_10649_cov_9.650746_9,transcription regulation,0.33293152,0.1168094053864479
NODE_25227_length_4038_cov_18.202109_4,head and packaging,0.815262,0.21347860991954803
NODE_252_length_27735_cov_4.123988_1,unknown,0.31700346,0.04918155074119568
NODE_252_length_27735_cov_4.123988_10,unknown,0.8628177,
NODE_252_length_27735_cov_4.123988_12,unknown,0.9981032,
NODE_252_length_27735_cov_4.123988_14,unknown,0.56143856,0.15751045942306519
NODE_252_length_27735_cov_4.123988_15,head and packaging,0.99949104,0.00013825642236042768
NODE_252_length_27735_cov_4.123988_17,unknown,0.37571347,0.23856784403324127
NODE_252_length_27735_cov_4.123988_19,unknown,0.47560453,0.2520497143268585
NODE_252_length_27735_cov_4.123988_2,unknown,0.7204609,4.214684778958144e-08
NODE_252_length_27735_cov_4.123988_21,tail,0.9995802,6.529952224809676e-05
NODE_252_length_27735_cov_4.123988_22,lysis,0.644158,0.048883579671382904
NODE_252_length_27735_cov_4.123988_3,unknown,0.62861884,0.0161992609500885
NODE_252_length_27735_cov_4.123988_5,transcription regulation,0.9980962,0.000992642599157989
NODE_252_length_27735_cov_4.123988_8,"DNA, RNA and nucleotide metabolism",0.9888706,0.0011250647949054837
NODE_252_length_27735_cov_4.123988_9,head and packaging,0.9999954,4.750830612465506e-06
NODE_2531_length_11098_cov_6.110206_1,unknown,0.5077277,
NODE_2537_length_11076_cov_11.323473_12,unknown,0.88266957,
NODE_2537_length_11076_cov_11.323473_3,unknown,0.4065727,0.05188760161399841
NODE_2537_length_11076_cov_11.323473_4,tail,0.86305124,0.06468643993139267
NODE_2553_length_18138_cov_3.421777_13,unknown,0.9203706,
NODE_2553_length_18138_cov_3.421777_17,unknown,0.9904259,
NODE_2553_length_18138_cov_3.421777_19,unknown,0.99962646,3.721654866239987e-05
NODE_2553_length_19821_cov_3.739705_10,head and packaging,0.9175029,0.10986176878213882
NODE_2553_length_19821_cov_3.739705_11,unknown,0.9811586,0.0029905030969530344
NODE_2553_length_19821_cov_3.739705_12,head and packaging,1.0,0.0
NODE_2559_length_27529_cov_4.768326_11,"DNA, RNA and nucleotide metabolism",0.93541664,0.05168050527572632
NODE_2559_length_27529_cov_4.768326_12,head and packaging,0.9741057,0.018688807263970375
NODE_2559_length_27529_cov_4.768326_19,unknown,0.7695866,1.1920928955078125e-07
NODE_2559_length_27529_cov_4.768326_2,unknown,0.97662115,1.1920928955078125e-07
NODE_2559_length_27529_cov_4.768326_24,tail,0.49874735,0.19498278200626373
NODE_2559_length_27529_cov_4.768326_3,other,0.97481847,1.519626238177807e-07
NODE_2559_length_27529_cov_4.768326_4,"moron, auxiliary metabolic gene and host takeover",0.71572214,0.019915342330932617
NODE_25619_length_5347_cov_2.064248_1,tail,0.94809395,
NODE_25619_length_5347_cov_2.064248_2,unknown,0.28889623,
NODE_2565_length_26174_cov_2.858111_12,unknown,0.97834146,
NODE_2565_length_26174_cov_2.858111_13,unknown,0.9891193,
NODE_2565_length_26174_cov_2.858111_15,unknown,0.76905876,
NODE_2565_length_26174_cov_2.858111_18,unknown,0.90892905,
NODE_2565_length_26174_cov_2.858111_19,unknown,0.95416677,
NODE_2565_length_26174_cov_2.858111_2,"moron, auxiliary metabolic gene and host takeover",0.96775997,
NODE_2565_length_26174_cov_2.858111_20,head and packaging,0.9999938,3.5762786865234375e-06
NODE_2565_length_26174_cov_2.858111_24,unknown,0.91544384,
NODE_2565_length_26174_cov_2.858111_27,head and packaging,0.8946985,0.0934666097164154
NODE_2565_length_26174_cov_2.858111_3,"moron, auxiliary metabolic gene and host takeover",0.9367553,
NODE_2565_length_26174_cov_2.858111_30,unknown,0.9713982,
NODE_2565_length_26174_cov_2.858111_4,unknown,0.88047636,
NODE_2565_length_26174_cov_2.858111_7,"moron, auxiliary metabolic gene and host takeover",0.9385654,0.03753209114074707
NODE_2565_length_26174_cov_2.858111_8,"DNA, RNA and nucleotide metabolism",0.57644606,
NODE_2565_length_26174_cov_2.858111_9,unknown,0.6860499,0.1199561059474945
NODE_2566_length_18069_cov_15.487343_1,unknown,0.94170773,
NODE_2566_length_18069_cov_15.487343_3,unknown,0.9954782,
NODE_2567_length_18509_cov_7.535277_1,unknown,0.9929352,
NODE_2567_length_18509_cov_7.535277_10,unknown,0.42240435,0.010697707533836365
NODE_2567_length_18509_cov_7.535277_2,head and packaging,0.45826983,
NODE_2567_length_18509_cov_7.535277_3,unknown,0.9866328,
NODE_2567_length_18509_cov_7.535277_4,unknown,0.9961039,
NODE_2567_length_18509_cov_7.535277_5,unknown,0.97975326,0.0002950429916381836
NODE_25763_length_5674_cov_2.987720_2,unknown,0.9406341,0.017743078991770744
NODE_2579_length_10963_cov_11.173176_10,tail,0.8361497,0.26599204540252686
NODE_2579_length_10963_cov_11.173176_13,unknown,0.65800947,
NODE_2579_length_10963_cov_11.173176_6,unknown,0.58240664,0.08894485980272293
NODE_2579_length_10963_cov_11.173176_8,unknown,0.9860969,0.00012230873107910156
NODE_2579_length_10963_cov_11.173176_9,unknown,0.6265837,0.1528095155954361
NODE_2585_length_25007_cov_3.321177_12,tail,0.98978186,0.0009642636869102716
NODE_2585_length_25007_cov_3.321177_20,head and packaging,0.9951742,0.0004321932792663574
NODE_2585_length_25007_cov_3.321177_21,unknown,0.8511141,
NODE_2585_length_25007_cov_3.321177_28,"DNA, RNA and nucleotide metabolism",0.8920565,
NODE_2585_length_25007_cov_3.321177_29,"DNA, RNA and nucleotide metabolism",0.4114168,0.39176663756370544
NODE_2585_length_25007_cov_3.321177_29,other,0.5798045,0.3991599977016449
NODE_2585_length_25007_cov_3.321177_6,tail,0.8475304,
NODE_2585_length_25007_cov_3.321177_7,tail,0.7177782,
NODE_2586_length_19845_cov_7.702122_1,tail,0.83955586,0.0005013942718505859
NODE_2586_length_19845_cov_7.702122_10,"DNA, RNA and nucleotide metabolism",0.999983,1.5079975128173828e-05
NODE_2586_length_19845_cov_7.702122_15,unknown,0.4363698,0.057345226407051086
NODE_2586_length_19845_cov_7.702122_16,unknown,0.9902537,0.010078754276037216
NODE_2586_length_19845_cov_7.702122_9,"DNA, RNA and nucleotide metabolism",0.986822,0.012031197547912598
NODE_2589_length_16765_cov_9.623160_2,unknown,0.95869833,1.7881393432617188e-07
NODE_2589_length_16765_cov_9.623160_3,unknown,0.97861797,0.007423996925354004
NODE_2589_length_16765_cov_9.623160_4,unknown,0.99709713,0.0
NODE_2589_length_16765_cov_9.623160_5,"moron, auxiliary metabolic gene and host takeover",0.68586874,0.061459239572286606
NODE_2589_length_16765_cov_9.623160_6,unknown,0.8343814,1.855099867498211e-06
NODE_2589_length_16765_cov_9.623160_7,unknown,0.9951079,0.003063563723117113
NODE_2589_length_16765_cov_9.623160_9,unknown,0.9916458,5.960464477539063e-08
NODE_25952_length_5300_cov_3.100858_1,unknown,0.95924246,
NODE_25952_length_5300_cov_3.100858_2,unknown,0.5283845,
NODE_259_length_77499_cov_4.003060_1,unknown,0.90854955,
NODE_259_length_77499_cov_4.003060_10,unknown,0.30542967,
NODE_259_length_77499_cov_4.003060_11,unknown,0.9679183,
NODE_259_length_77499_cov_4.003060_12,unknown,0.9456123,
NODE_259_length_77499_cov_4.003060_13,unknown,0.93723667,
NODE_259_length_77499_cov_4.003060_14,unknown,0.9861872,
NODE_259_length_77499_cov_4.003060_16,"moron, auxiliary metabolic gene and host takeover",0.66295785,0.03222602605819702
NODE_259_length_77499_cov_4.003060_17,other,0.9996573,
NODE_259_length_77499_cov_4.003060_18,other,0.95750254,
NODE_259_length_77499_cov_4.003060_19,other,0.9372616,
NODE_259_length_77499_cov_4.003060_2,"DNA, RNA and nucleotide metabolism",0.99954593,
NODE_259_length_77499_cov_4.003060_20,other,0.9889208,
NODE_259_length_77499_cov_4.003060_21,"moron, auxiliary metabolic gene and host takeover",0.9729696,
NODE_259_length_77499_cov_4.003060_23,"DNA, RNA and nucleotide metabolism",0.43192253,
NODE_259_length_77499_cov_4.003060_24,unknown,0.9454377,
NODE_259_length_77499_cov_4.003060_25,"DNA, RNA and nucleotide metabolism",0.9960017,
NODE_259_length_77499_cov_4.003060_26,"DNA, RNA and nucleotide metabolism",0.9962263,0.007847792468965054
NODE_259_length_77499_cov_4.003060_27,unknown,0.934046,
NODE_259_length_77499_cov_4.003060_29,tail,0.7523797,
NODE_259_length_77499_cov_4.003060_30,head and packaging,0.45231068,
NODE_259_length_77499_cov_4.003060_31,unknown,0.87632847,
NODE_259_length_77499_cov_4.003060_32,tail,0.49978605,
NODE_259_length_77499_cov_4.003060_33,tail,0.515724,
NODE_259_length_77499_cov_4.003060_34,tail,0.9110075,
NODE_259_length_77499_cov_4.003060_35,tail,0.99650204,
NODE_259_length_77499_cov_4.003060_36,unknown,0.44912133,
NODE_259_length_77499_cov_4.003060_38,unknown,0.87944764,
NODE_259_length_77499_cov_4.003060_41,connector,0.89804494,
NODE_259_length_77499_cov_4.003060_43,unknown,0.94008505,
NODE_259_length_77499_cov_4.003060_44,tail,0.98774624,
NODE_259_length_77499_cov_4.003060_45,tail,0.74436474,
NODE_259_length_77499_cov_4.003060_48,"moron, auxiliary metabolic gene and host takeover",0.99304307,
NODE_259_length_77499_cov_4.003060_49,unknown,0.99248606,
NODE_259_length_77499_cov_4.003060_5,"DNA, RNA and nucleotide metabolism",0.9990138,
NODE_259_length_77499_cov_4.003060_50,tail,0.9846623,
NODE_259_length_77499_cov_4.003060_51,unknown,0.56411254,
NODE_259_length_77499_cov_4.003060_52,"DNA, RNA and nucleotide metabolism",0.99914753,
NODE_259_length_77499_cov_4.003060_55,head and packaging,0.961482,
NODE_259_length_77499_cov_4.003060_56,head and packaging,0.99646914,0.002482985146343708
NODE_259_length_77499_cov_4.003060_58,head and packaging,0.9747419,
NODE_259_length_77499_cov_4.003060_6,unknown,0.001433768,
NODE_259_length_77499_cov_4.003060_7,unknown,0.93315583,
NODE_259_length_77499_cov_4.003060_8,unknown,0.4511925,
NODE_25_length_106862_cov_4.706648_108,unknown,0.9980883,0.0006715655326843262
NODE_25_length_106862_cov_4.706648_109,unknown,0.9995906,
NODE_25_length_106862_cov_4.706648_11,unknown,0.9933965,0.0009931623935699463
NODE_25_length_106862_cov_4.706648_111,unknown,0.54517937,
NODE_25_length_106862_cov_4.706648_112,"DNA, RNA and nucleotide metabolism",0.95989954,
NODE_25_length_106862_cov_4.706648_12,unknown,0.8035175,
NODE_25_length_106862_cov_4.706648_13,other,0.9915002,
NODE_25_length_106862_cov_4.706648_14,unknown,0.90722746,
NODE_25_length_106862_cov_4.706648_15,"DNA, RNA and nucleotide metabolism",0.37848946,
NODE_25_length_106862_cov_4.706648_16,transcription regulation,0.9999585,3.898143768310547e-05
NODE_25_length_106862_cov_4.706648_18,unknown,0.99406016,
NODE_25_length_106862_cov_4.706648_2,unknown,0.72515625,0.19491422176361084
NODE_25_length_106862_cov_4.706648_20,unknown,0.9937234,0.0007042586803436279
NODE_25_length_106862_cov_4.706648_22,unknown,0.9992409,
NODE_25_length_106862_cov_4.706648_23,unknown,0.70704085,
NODE_25_length_106862_cov_4.706648_24,unknown,0.97238106,
NODE_25_length_106862_cov_4.706648_26,"DNA, RNA and nucleotide metabolism",0.97802836,0.014939015731215477
NODE_25_length_106862_cov_4.706648_28,unknown,0.9951362,
NODE_25_length_106862_cov_4.706648_33,other,0.9475329,0.007048994302749634
NODE_25_length_106862_cov_4.706648_38,transcription regulation,0.9998849,9.073512046597898e-05
NODE_25_length_106862_cov_4.706648_39,unknown,0.8413049,
NODE_25_length_106862_cov_4.706648_4,unknown,0.98924303,
NODE_25_length_106862_cov_4.706648_43,"moron, auxiliary metabolic gene and host takeover",0.69445384,0.04629921913146973
NODE_25_length_106862_cov_4.706648_44,unknown,0.8450607,0.021796435117721558
NODE_25_length_106862_cov_4.706648_47,other,0.99310696,0.0010883212089538574
NODE_25_length_106862_cov_4.706648_49,unknown,0.68333983,0.06786265969276428
NODE_25_length_106862_cov_4.706648_5,"DNA, RNA and nucleotide metabolism",0.9897289,
NODE_25_length_106862_cov_4.706648_57,unknown,0.657532,
NODE_25_length_106862_cov_4.706648_59,"DNA, RNA and nucleotide metabolism",0.39825526,0.04414929449558258
NODE_25_length_106862_cov_4.706648_72,unknown,0.6311454,0.07229900360107422
NODE_25_length_106862_cov_4.706648_79,connector,0.748277,0.1985413134098053
NODE_25_length_106862_cov_4.706648_8,unknown,0.996001,0.0028936266899108887
NODE_25_length_106862_cov_4.706648_86,other,0.76298416,0.18126443028450012
NODE_25_length_106862_cov_4.706648_89,unknown,0.9631365,0.0025294215884059668
NODE_25_length_106862_cov_4.706648_90,unknown,0.84638965,0.04906235262751579
NODE_25_length_106862_cov_4.706648_91,unknown,0.5462934,
NODE_25_length_106862_cov_4.706648_93,tail,0.89489865,
NODE_25_length_106862_cov_4.706648_98,unknown,0.95784146,0.013181089423596859
NODE_25_length_106862_cov_4.706648_99,lysis,0.7038724,0.1297725886106491
NODE_25_length_141908_cov_11.452659_1,unknown,0.7835265,
NODE_25_length_141908_cov_11.452659_10,unknown,0.8170532,
NODE_25_length_141908_cov_11.452659_100,unknown,0.999589,
NODE_25_length_141908_cov_11.452659_101,unknown,0.8000197,
NODE_25_length_141908_cov_11.452659_102,unknown,0.9994904,
NODE_25_length_141908_cov_11.452659_103,unknown,0.99906856,
NODE_25_length_141908_cov_11.452659_104,unknown,0.9996112,
NODE_25_length_141908_cov_11.452659_105,unknown,0.9867487,
NODE_25_length_141908_cov_11.452659_107,unknown,0.8198043,
NODE_25_length_141908_cov_11.452659_108,unknown,0.7935238,
NODE_25_length_141908_cov_11.452659_109,unknown,0.9607158,
NODE_25_length_141908_cov_11.452659_11,other,0.71706265,0.07709652185440063
NODE_25_length_141908_cov_11.452659_110,head and packaging,0.53040034,
